Data;Temperatura;Umidade ;VelocidadedoVento;Precipitacao;Pressao;Geracao
08/01/2020;26.91;71.58;0.53;5.2;1000,90;0.45533333
09/01/2020;25.58;72.54;0.2;5.2;1000,88;1.16479166
10/01/2020;25.74;80.17;0.48;22.2;1001,04;0.28179166
11/01/2020;26.45;89.63;0.63;19.6;1000,38;9.90995833
12/01/2020;28.1;78.21;0.93;0.2;1000,57;26.36504166
13/01/2020;27.95;72.17;1.32;0;1000,23;6.44366666
14/01/2020;26.45;76.83;0.3;0.2;999,96;3.57166666
15/01/2020;26.55;78.92;0.06;1.2;1000,16;3.65358333
16/01/2020;26.63;79.54;0.43;5.4;1001,13;7.09425
17/01/2020;25.73;84.92;0.18;0;1001,62;5.40579166
18/01/2020;27.09;91;0.73;18;1001,13;17.89641666
19/01/2020;28;82.5;0.56;0;1000,48;21.53466666
20/01/2020;27.77;79.5;0.56;0;999,34;6.505875
21/01/2020;27.93;75.46;1.07;0;998,90;4.88783333
22/01/2020;27.33;79.58;0.46;0.2;999,04;8.26329166
23/01/2020;27.6;79.92;0.15;0;998,85;25.43191666
24/01/2020;28.2;73.88;0.91;2;999,59;30.37254166
25/01/2020;28.57;69.63;1.42;0;999,63;27.5145
26/01/2020;26.27;77.21;0.72;0;1000,21;8.69320833
27/01/2020;27.11;79.29;0.8;15;1000,87;21.44633333
28/01/2020;24.88;87.13;0;8.2;1001,57;4.8025
29/01/2020;27.13;84.29;0.02;0;1000,80;7.64620833
30/01/2020;26.46;88.5;0.19;0.2;1001,15;13.786625
31/01/2020;24.67;97;0.12;2.6;1002,68;2.40791666
01/02/2020;26.18;91.5;0.08;1.4;1002,42;1.04733333
02/02/2020;26.59;92.9;0.73;8.6;1001,77;12.86841666
03/02/2020;26.88;83.28;0.81;0;1001,99;8.88691666
04/02/2020;25.47;92.08;0.27;2.4;1001,52;3.52804166
05/02/2020;24.5;96.43;0.55;6.2;1002,12;4.191125
06/02/2020;25.39;94.46;0.16;2.2;1001,41;0.94354166
07/02/2020;25.49;93.67;0.1;0.6;999,85;8.86354166
08/02/2020;26.75;null;0.23;0.8;1000,17;8.18170833
09/02/2020;25.78;null;0.38;1.2;1001,90;1.82583333
10/02/2020;25.43;null;0.91;0.4;1002,48;8.932
11/02/2020;27.02;null;0.42;0.2;1000,93;11.62666666
12/02/2020;27.29;null;0.22;0.4;999,91;9.19920833
13/02/2020;25.13;null;0.14;0.2;1000,33;2.67170833
14/02/2020;26.32;null;0.48;0.8;1000,36;11.646
15/02/2020;25.95;null;0.62;1.4;1000,45;0.70279166
16/02/2020;25.14;null;0.09;0.4;1000,46;1.81345833
17/02/2020;25.44;null;0.19;0.2;1000,13;3.983625
18/02/2020;24.88;null;0.11;0.2;1000,11;6.22979166
19/02/2020;25.21;null;0.15;0.2;998,78;3.75466666
20/02/2020;26.27;null;0.26;0.2;998,87;12.65954166
21/02/2020;26.53;null;0;0;999,52;1.52504166
22/02/2020;25.3;null;0.31;0.2;1001,19;1.3805
23/02/2020;26.84;null;0.4;0.2;1001,28;10.3815
24/02/2020;26.58;null;0;0;1000,16;9.73475
25/02/2020;26;null;0.3;0.2;999,82;2.65579166
26/02/2020;27.04;null;0.23;0;999,17;4.63016666
27/02/2020;27.31;null;0.42;0.6;1000,68;6.68016666
28/02/2020;26.14;null;0.14;1;1001,63;4.3165
29/02/2020;26.62;null;0.2;0.8;1001,73;0.37079166
01/03/2020;26.49;null;0.28;null;1001,54;1.92783333
02/03/2020;25.65;null;0.05;null;1001,04;6.22195833
03/03/2020;26.39;null;0.14;null;1000,88;0.41745833
04/03/2020;26.43;null;0.19;null;1001,90;0.91233333
05/03/2020;26.32;null;0.19;null;1002,47;1.01491666
06/03/2020;27.06;null;0.27;null;1000,82;1.66570833
07/03/2020;25.81;null;0;null;1000,19;0.60408333
08/03/2020;26.6;null;0.31;null;999,65;5.084625
09/03/2020;26.91;null;0.25;null;1000,30;2.20020833
10/03/2020;26.69;null;0.33;null;1000,85;4.665375
11/03/2020;26.11;null;0.04;null;999,79;0.013125
12/03/2020;26.88;null;0.44;null;999,50;0.26066666
13/03/2020;25.18;null;0.27;null;1000,88;1.78333333
14/03/2020;25.4;null;0.28;null;1000,44;9.10291666
15/03/2020;25.96;null;0;null;1000,17;4.170375
16/03/2020;24.78;null;0;null;1001,35;1.19283333
17/03/2020;25.89;null;0.05;null;1001,55;3.25733333
18/03/2020;27.34;null;0.32;null;1000,78;14.46216666
19/03/2020;26.95;null;0.81;null;999,68;8.37579166
20/03/2020;26.08;null;0.28;null;1000,02;0.35120833
21/03/2020;25.9;null;0.32;null;1001,05;3.11583333
22/03/2020;27.37;null;0.02;null;1001,82;2.31575
23/03/2020;27.45;null;0.66;null;1001,75;4.75645833
24/03/2020;26.84;null;0.5;null;1000,69;3.983875
25/03/2020;25.45;null;0.1;null;1000,75;2.60920833
26/03/2020;25.16;null;0.07;null;999,90;0.48466666
27/03/2020;25.76;null;0.09;null;998,71;10.1905
28/03/2020;26.76;null;0.08;null;999,43;12.2815
29/03/2020;27.09;null;0.23;null;999,79;7.39916666
30/03/2020;26.08;null;0.42;null;999,04;8.132875
31/03/2020;26.04;null;0.28;null;998,21;5.55075
01/04/2020;26.09;null;0.07;null;999,45;2.18245833
02/04/2020;26.7;null;0.11;null;1000,60;2.109125
03/04/2020;26.18;null;0.28;null;1000,10;4.61054166
04/04/2020;25.56;null;0.08;null;999,87;5.68258333
05/04/2020;26.59;null;0.02;null;1000,50;4.913875
06/04/2020;25.93;null;0.2;null;1001,43;11.30175
07/04/2020;26.27;null;0;null;1000,46;4.104625
08/04/2020;27.5;null;0.01;null;999,38;7.52179166
09/04/2020;27.47;null;0.61;null;999,62;5.96208333
10/04/2020;26.03;null;0.17;null;1000,38;6.19716666
11/04/2020;26.04;null;0.05;null;1000,84;3.64354166
12/04/2020;25.96;null;0.04;null;1000,95;1.880625
13/04/2020;25.9;null;0.33;null;1000,33;4.93329166
14/04/2020;26.32;null;0.19;null;999,59;0.74466666
15/04/2020;25.73;null;0.23;null;1000,95;0.15466666
16/04/2020;26.05;null;0.35;null;1001,92;1.68533333
17/04/2020;26.29;null;0.02;null;1002,68;4.31566666
18/04/2020;25.54;null;0.19;null;1002,80;0.230125
19/04/2020;25.91;null;0.11;null;1002,18;0.917125
20/04/2020;26.2;null;0.19;null;1001,11;1.49020833
21/04/2020;25.6;null;0.3;null;1001,77;0.32558333
22/04/2020;25.88;null;0.35;null;1001,24;0.99
23/04/2020;25.87;null;0;null;1000,72;1.82595833
24/04/2020;25.52;null;0;null;1000,97;1.20708333
25/04/2020;25.39;null;0.1;null;1001,46;1.81420833
26/04/2020;25.62;null;0.25;null;1001,50;3.17683333
27/04/2020;24.7;null;0.41;null;1002,18;5.94916666
28/04/2020;26.08;null;0;null;1001,99;7.10891666
29/04/2020;26.36;null;0.43;null;1002,09;6.185375
30/04/2020;25.41;null;0.11;null;1002,11;3.555875
01/05/2020;26.51;null;0.13;null;1002,88;0.45329166
02/05/2020;27.01;null;0.57;null;1002,16;8.98220833
03/05/2020;27.05;null;0.4;null;1000,68;8.33054166
04/05/2020;27.33;null;0.28;null;999,66;9.27041666
05/05/2020;26.66;null;0.75;null;999,78;14.270875
06/05/2020;26.74;null;0.56;null;1000,64;15.31320833
07/05/2020;26.08;null;0.13;null;1000,72;8.47104166
08/05/2020;26.72;null;0.03;null;1001,84;0.32470833
09/05/2020;26.85;null;0.27;null;1002,53;6.00783333
10/05/2020;25.79;null;0.3;null;1003,10;5.82883333
11/05/2020;26.79;null;0.19;null;1002,02;3.87541666
12/05/2020;26.43;null;0.36;null;1001,35;9.19595833
13/05/2020;26.48;null;0.28;null;1000,68;5.26429166
14/05/2020;26.45;null;0.15;null;1000,98;6.203375
15/05/2020;26.33;null;0.29;null;1001,85;2.81041666
16/05/2020;25.25;null;0.15;null;1002,43;7.86383333
17/05/2020;26.28;null;0.27;null;1002,28;7.72041666
18/05/2020;26.63;null;0.57;null;1002,46;13.423875
19/05/2020;26.94;null;0.36;null;1002,39;5.33904166
20/05/2020;27.38;null;0.16;null;1001,95;7.932375
21/05/2020;27.33;null;0.57;null;1002,40;8.489
22/05/2020;26.39;null;0.4;null;1002,75;5.16183333
23/05/2020;26.43;null;0.37;null;1002,63;5.745875
24/05/2020;26.73;null;0;null;1002,30;4.36625
25/05/2020;26.62;null;0.02;null;1002,49;11.87491666
26/05/2020;26.58;null;0.01;null;1002,81;5.06070833
27/05/2020;26.2;null;0;null;1001,98;11.27575
28/05/2020;26.26;null;0;null;1001,04;14.784
29/05/2020;26.28;null;0.28;null;1001,62;4.351875
30/05/2020;25.98;null;0.34;null;1002,28;0.42691666
31/05/2020;24.71;null;0.25;null;1002,81;2.14570833
01/06/2020;25.93;null;0.7;null;1002,29;14.609125
02/06/2020;26.85;null;0.35;0;1002,52;10.714625
03/06/2020;26.92;null;0.84;0;1002,63;18.31904166
04/06/2020;27.11;null;0.75;0;1002,57;14.23191666
05/06/2020;27.1;null;0.82;0;1003,16;4.490125
06/06/2020;26.65;null;0.37;0;1003,07;5.18845833
07/06/2020;25.7;null;0.28;0;1003,71;3.37970833
08/06/2020;26.12;null;0.26;2.8;1002,51;8.776125
09/06/2020;26.33;null;0.23;0.8;1001,88;11.57204166
10/06/2020;25.7;null;0.51;0;1002,21;7.003875
11/06/2020;25.59;null;0.73;0;1002,60;11.53775
12/06/2020;26.68;null;0.84;0;1001,39;12.27729166
13/06/2020;26.45;null;0.23;0;1001,52;3.78116666
14/06/2020;26.42;null;0.81;0;1002,21;1.63216666
15/06/2020;26.99;null;0.36;0;1002,57;4.776625
16/06/2020;26.28;null;0.16;0;1002,79;13.04679166
17/06/2020;26.73;null;0.73;0;1002,31;12.392625
18/06/2020;27;null;0.64;0;1002,33;9.35595833
19/06/2020;26.41;null;0.73;0;1002,67;14.431625
20/06/2020;27.1;null;1.15;0;1002,65;11.605
21/06/2020;26.29;null;1.11;0;1002,80;10.27945833
22/06/2020;26.72;null;0.62;0;1001,63;2.86941666
23/06/2020;27.19;null;1.16;0;1000,10;11.85854166
24/06/2020;26.37;null;0.98;0;1000,27;7.13420833
25/06/2020;27.15;null;0.74;0;1001,38;9.264
26/06/2020;26.76;null;0.53;0;1001,67;16.56158333
27/06/2020;26.2;null;0.57;0;1000,54;23.671125
28/06/2020;27.07;null;0.83;0;1000,82;22.67270833
29/06/2020;26.77;null;1.52;0;1001,26;29.224125
30/06/2020;26.68;null;0.78;3.6;1001,37;4.49058333
01/07/2020;27.28;null;1;0;1000,46;7.6015
02/07/2020;27.96;null;1.53;0;1000,80;21.30495833
03/07/2020;27.29;null;1.15;0;1001,29;29.35141666
04/07/2020;26.27;null;1;0.2;1001,42;27.74425
05/07/2020;26.8;null;1.47;0;1000,86;18.13245833
06/07/2020;23.87;null;0.86;0.2;1001,95;7.58295833
07/07/2020;24.58;null;0.19;13.8;1001,65;6.42158333
08/07/2020;25.89;null;0.63;0.2;1000,90;12.37495833
09/07/2020;26.24;null;0.52;0;1002,52;7.87925
10/07/2020;27.1;null;1.1;0.2;1002,66;28.43641666
11/07/2020;26.83;null;0.79;0;1002,03;13.74129166
12/07/2020;27.04;null;0.39;0;1001,70;10.019
13/07/2020;26.77;null;0.25;0;1002,72;17.74941666
14/07/2020;26.63;null;0.14;0;1002,77;16.42416666
15/07/2020;27.01;null;0.45;0;1002,77;23.1925
16/07/2020;27.1;null;0.93;0;1003,01;20.83066666
17/07/2020;26.44;null;0.76;0;1002,88;13.72675
18/07/2020;26.18;null;1.6;0;1002,36;8.977125
19/07/2020;27.24;null;1.14;0;1001,68;23.184125
20/07/2020;26.22;null;1.53;0;1001,76;24.637375
21/07/2020;26.36;null;0.71;1.2;1001,38;10.78191666
22/07/2020;26.77;null;1.05;0;1000,94;26.33741666
23/07/2020;26.75;null;1.06;0;1001,67;23.57975
24/07/2020;27.94;null;1.15;0;1001,67;32.31666666
25/07/2020;27.3;73.5;0.86;0;1001,98;9.248
26/07/2020;27.22;71.67;1.4;0;1002,28;12.29816666
27/07/2020;26.11;67.35;1.4;0;1002,83;29.467125
28/07/2020;26.72;68.41;1.18;0;1002,31;21.47420833
29/07/2020;27.72;67.13;0.75;0;1001,99;14.305125
30/07/2020;27.5;79.81;1.05;0;1001,98;11.51783333
31/07/2020;27.48;61;1.42;0;1002,40;23.04083333
01/08/2020;27.15;69.95;1.02;0;1003,40;26.35508333
02/08/2020;27.6;72.58;1.15;0;1003,62;8.792375
03/08/2020;27.6;72.88;0.73;0;1004,68;9.02945833
04/08/2020;27.66;63;0.6;0;1004,67;17.49079166
05/08/2020;27.08;57;0.97;0;1003,90;12.20004166
06/08/2020;27.24;61.45;1.54;0;1003,54;19.46241666
07/08/2020;27.32;60.81;1.62;0;1003,84;36.09929166
08/08/2020;27.8;61.09;1.23;0;1004,03;30.66329166
09/08/2020;27.77;60.37;1.18;0;1003,60;11.73395833
10/08/2020;27.78;65.11;1.18;0;1001,95;18.17541666
11/08/2020;27.82;60.67;1.2;0;1000,98;23.43895833
12/08/2020;27.76;59.67;1.4;0;1000,42;38.80466666
13/08/2020;27.62;59.22;0.94;0;1000,72;28.00079166
14/08/2020;27.86;67.48;1.14;0;1000,23;36.79529166
15/08/2020;27.79;64;2.05;0;999,85;35.10766666
16/08/2020;28.17;61.96;1.83;0;1000,15;34.087625
17/08/2020;28.6;58;2.06;0;999,62;43.90441666
18/08/2020;28.35;64.75;1.66;0;999,59;48.22595833
19/08/2020;27.84;65.39;1.6;0;1000,90;40.76045833
20/08/2020;28.31;66.04;1.77;0;1001,47;35.83316666
21/08/2020;27.98;68.16;1.02;0;1000,73;20.48929166
22/08/2020;28.65;76.13;1.4;0;1000,44;28.160125
23/08/2020;27.72;71.4;0.94;2.4;1001,74;33.95325
24/08/2020;28.41;68.25;1.6;0;1001,60;32.18383333
25/08/2020;28.12;66.33;1.84;0.2;1000,40;18.35020833
26/08/2020;28.56;70.71;1.45;0;1000,38;27.39141666
27/08/2020;28.7;66.1;0.87;0;1000,96;36.19766666
28/08/2020;28.73;61.88;1.96;0;1001,68;46.90920833
29/08/2020;28.66;63.42;1.99;0;1000,70;51.43191666
30/08/2020;28.98;57.46;2.24;0;1001,07;52.37895833
31/08/2020;28.74;59;2.22;0;1001,51;35.142625
01/09/2020;28.4;63.88;1.38;0;1001,48;18.513375
02/09/2020;28.29;64.46;0.75;0;1001,54;29.13766666
03/09/2020;28.28;62.79;0.68;0;1000,52;33.35816666
04/09/2020;28.18;63.75;1.44;0;1001,96;31.309625
05/09/2020;28.77;62.08;1.43;0;1001,68;39.31583333
06/09/2020;28.48;58.29;1.84;0;1000,59;26.211125
07/09/2020;28.1;62.5;1.55;0;999,37;39.09245833
08/09/2020;28.82;62.42;2.11;0;999,65;42.87520833
09/09/2020;28.65;59.13;1.54;0;1001,85;54.47829166
10/09/2020;28.76;62.29;1.58;0;1002,80;33.890875
11/09/2020;28.67;61.08;1.7;0;1000,62;42.70233333
12/09/2020;28.5;65.33;0.68;0;1000,61;32.026625
13/09/2020;28.69;58.67;1.45;0;1001,63;35.62908333
14/09/2020;28.47;55.46;1.68;0;1002,54;41.39770833
15/09/2020;28.34;58.25;1.74;0;1001,85;47.89266666
16/09/2020;28.68;59.79;1.53;0;1001,06;49.69983333
17/09/2020;29.16;62.25;1.78;0;1000,91;41.29145833
18/09/2020;28.61;64.42;1.36;0;1001,08;38.71908333
19/09/2020;28.8;67.25;1.6;0;1001,49;43.69820833
20/09/2020;28.9;64.08;1.97;0;1001,11;46.698625
21/09/2020;28.13;65.08;1.78;0;1001,33;49.66375
22/09/2020;28.32;64.17;2.33;0;1002,37;55.3555
23/09/2020;28.43;62.21;2.83;0;1002,73;51.57754166
24/09/2020;28.79;62.71;2.12;0;1002,37;40.728875
25/09/2020;28.41;63.54;2.14;0;1002,14;39.21966666
26/09/2020;28.6;63.71;1.03;0;1000,88;43.17541666
27/09/2020;28.25;63.96;1.57;0;1000,30;42.87829166
28/09/2020;28.74;65;2.45;0;999,75;44.018125
29/09/2020;29.53;61.5;2.69;0;1000,80;42.006875
30/09/2020;28.83;61.46;1.51;0;1000,68;43.90479166
01/10/2020;29.19;59.38;2.29;0;998,95;38.027875
02/10/2020;30.12;56.42;2.34;0;998,62;41.79225
03/10/2020;29.71;58.21;2.21;0;999,64;46.9135
04/10/2020;29.45;62;2.25;0;999,98;52.21041666
05/10/2020;29.1;63.13;1.03;0;1000,26;54.96641666
06/10/2020;28.94;56.5;2.51;0;1001,11;59.05529166
07/10/2020;28.73;62.83;2.05;0;1002,39;47.09716666
08/10/2020;28.48;65.79;2.11;0;1002,03;50.19866666
09/10/2020;28.23;65.5;1.86;0;1002,07;47.14329166
10/10/2020;28.56;64.83;1.91;0;1001,95;29.74466666
11/10/2020;28.87;64.88;1.88;0;1001,75;29.43258333
12/10/2020;28.8;64.67;2.29;0;1001,35;29.32333333
13/10/2020;28.93;62.46;1.18;0;1000,54;46.90445833
14/10/2020;28.88;60.17;2.03;0;1000,73;50.99
15/10/2020;29.36;60.04;2.73;0;1000,12;37.21316666
16/10/2020;29.67;61.13;2.31;0;1000,73;47.75016666
17/10/2020;28.78;63.83;1;0;1000,11;44.84520833
18/10/2020;29.51;59.63;1.78;0;999,12;41.252125
19/10/2020;29.48;61.17;1.92;0;999,03;48.53279166
20/10/2020;28.72;61.5;2.67;0;1000,43;50.36916666
21/10/2020;29.17;61.29;2.1;0;1001,08;42.86666666
22/10/2020;29.83;64.33;1.88;0;1000,46;47.76975
23/10/2020;29.03;63.83;2.27;0;1000,16;51.60304166
24/10/2020;29.36;63.88;2.08;0;999,52;48.53008333
25/10/2020;29.11;62.08;2.2;0;998,95;48.93675
26/10/2020;28.89;63.38;1.88;0;998,90;49.214375
27/10/2020;28.88;64.46;1.16;0;998,87;25.87529166
28/10/2020;28.94;63.88;1.3;0;997,87;45.52295833
29/10/2020;29.2;59.92;1.85;0;998,39;52.53970833
30/10/2020;29.26;57.83;2.66;0;999,48;52.926375
31/10/2020;28.63;64.42;2.65;0;999,62;37.85354166
01/11/2020;29.07;66;1.52;0;998,09;47.05329166
02/11/2020;29.78;64.04;1.09;0;997,42;22.18466666
03/11/2020;28.53;70.46;0.85;0.4;999,49;33.90591666
04/11/2020;29;65.92;1.19;3;1000,64;31.57383333
05/11/2020;29.11;62.42;1.13;0;999,00;39.11308333
06/11/2020;29.44;59.92;2.46;0;998,95;48.73075
07/11/2020;29.6;60.08;2.31;0;1000,79;40.2315
08/11/2020;29.63;61.96;2.4;0;1000,72;36.45266666
09/11/2020;30.72;56.13;1.99;0;999,87;43.42733333
10/11/2020;29.8;59.71;1.52;0;999,52;41.14979166
11/11/2020;27.75;72.75;1.09;0;1000,30;22.88045833
12/11/2020;28.94;63.38;1.84;2;999,51;40.01825
13/11/2020;29;59.63;1.73;0;999,66;38.468875
14/11/2020;30.25;58.54;2.61;0;998,91;42.36141666
15/11/2020;29.95;59.21;2.73;0;999,30;49.11970833
16/11/2020;29.25;62.96;2.25;0;998,49;43.43858333
17/11/2020;28.13;71.04;1.08;0;998,15;46.92670833
18/11/2020;29.23;63.08;1.35;3.8;997,98;47.79383333
19/11/2020;28.93;63.92;1.65;1;998,46;43.973875
20/11/2020;27.96;70.38;1.75;0.4;999,39;18.68829166
21/11/2020;29.14;62.5;1.56;0.2;998,44;35.38416666
22/11/2020;29.35;59.54;2.05;0;998,85;35.26875
23/11/2020;28.62;60;1.91;0;1000,18;36.65770833
24/11/2020;28.78;63.96;2.05;0;1000,55;44.862125
25/11/2020;29.35;60.63;1.59;0;999,77;55.51929166
26/11/2020;29.12;58;1.11;0;998,80;35.37654166
27/11/2020;30.43;53.04;1.78;0;998,79;41.69254166
28/11/2020;29.36;61.75;2.29;0;999,62;38.67225
29/11/2020;29.78;59;2.09;0;999,83;42.11795833
30/11/2020;29.22;62.29;1.53;0;999,84;38.30108333
01/12/2020;28.45;65;0.76;0;1000,13;38.37525
02/12/2020;29.42;61.5;1.55;0;999,72;45.25429166
03/12/2020;29.35;61.67;1.72;0;1000,24;45.44054166
04/12/2020;29.84;60.79;2.43;0;1000,42;46.50525
05/12/2020;29.64;59;2.31;0;999,95;46.28891666
06/12/2020;29.08;63.33;2.42;0;1000,56;50.31895833
07/12/2020;29.33;60.63;1.2;0;999,93;44.72154166
08/12/2020;29.93;54.38;1.95;0;1000,77;43.99195833
09/12/2020;29;61.63;2.69;0;1001,58;47.769875
10/12/2020;29.09;61.38;1.84;0;1000,90;43.18595833
11/12/2020;29.7;61;2.52;0;999,83;40.28791666
12/12/2020;29.35;58.46;0.7;0;999,79;36.25533333
13/12/2020;29.33;58.54;1.16;0;999,91;35.60358333
14/12/2020;29.83;57.63;1.95;0;999,40;31.32941666
15/12/2020;28.85;64.38;1.95;0;998,58;37.76491666
16/12/2020;28.99;65.21;1.9;1;999,33;47.046375
17/12/2020;28.54;67.79;1.3;0.2;1000,20;41.094375
18/12/2020;28.49;65.83;1.07;0.8;999,09;42.23304166
19/12/2020;28.63;59.83;2.17;0.4;998,10;51.72333333
20/12/2020;28.67;61.21;2.47;0.2;998,48;50.41983333
21/12/2020;28.73;62.88;2.63;0.2;999,51;44.86233333
22/12/2020;29.06;60.92;1.08;0;999,44;36.79829166
23/12/2020;28.35;63.92;0.88;0;999,01;36.4255
24/12/2020;28.75;60.21;1.98;0;998,36;46.162625
25/12/2020;28.08;66.33;1.35;0;997,88;44.57970833
26/12/2020;28.58;57.46;2.36;7.6;997,55;46.64066666
27/12/2020;29.1;57.96;2.45;1;998,34;57.429625
28/12/2020;29.53;55.5;2.05;0;998,81;43.55108333
29/12/2020;29.33;55.71;1.37;0;997,98;49.76779166
30/12/2020;28.58;63.46;0.9;0;997,99;34.68570833
31/12/2020;29.13;61.92;0.68;0.6;999,18;32.29666666
